Testing particles...
Particles:
tensor([[ 7.6344e-02, -2.0914e-01, -1.7607e-01,  6.1186e-03, -2.1106e-02,
          2.5647e-01, -6.6844e-02, -1.0804e-01,  3.3388e-02,  1.4360e-01,
          2.4227e-01,  9.9404e-02, -6.6935e-02,  2.6009e-01,  5.3921e-02,
         -2.5566e-01,  7.3590e-02, -4.5935e-02, -2.9164e-01, -1.0499e-01,
         -7.7668e-02,  1.4215e-02,  1.2226e-01, -1.0660e-01,  4.6443e-02,
          2.4380e-01, -2.9288e-01,  1.9700e-01,  3.4344e-02,  1.5602e-01,
         -3.5072e-02, -1.0351e-01,  7.4154e-02, -8.2552e-02,  2.0663e-01,
         -2.0976e-01,  6.1566e-02, -1.4871e-01, -3.0442e-01,  6.5782e-02,
          1.4798e-01, -1.6984e-01,  6.0161e-02, -1.5850e-01, -3.3555e-01,
         -3.4024e-02, -2.7608e-01, -1.0698e-01, -3.7688e-02, -8.2254e-02,
          2.3856e-02,  4.3540e-02, -7.5217e-03, -8.0945e-02, -1.2667e-01,
         -3.3508e-01,  5.7377e-02, -1.7501e-01, -8.6885e-02, -1.4620e-01,
         -1.2878e-01, -3.2964e-02,  2.5698e-01, -1.1647e-01, -2.3412e-01,
          5.6065e-02,  1.4288e-01, -2.2319e-02,  1.4925e-01,  1.1514e-01,
         -2.5551e-01],
        [ 5.2925e-02, -1.9861e-01, -1.5063e-01,  3.1932e-02,  3.0626e-03,
          2.6860e-01, -5.8762e-02, -1.2931e-01,  3.2159e-02,  1.3910e-01,
          2.5780e-01,  1.0660e-01, -6.7013e-02,  2.6438e-01,  5.3272e-02,
         -2.5473e-01,  7.6416e-02, -4.1693e-02, -2.7759e-01, -9.9771e-02,
         -9.7249e-02,  3.3726e-02,  1.2625e-01, -1.1576e-01,  7.3355e-02,
          2.2617e-01, -3.0177e-01,  1.8588e-01,  2.5826e-02,  1.9209e-01,
         -5.7129e-02, -1.3413e-01,  6.7356e-02, -8.1994e-02,  1.7822e-01,
         -1.7035e-01,  7.8993e-02, -1.6343e-01, -3.0289e-01,  5.2298e-02,
          1.6027e-01, -1.6872e-01,  5.7980e-02, -1.7953e-01, -3.2622e-01,
         -1.5637e-02, -2.5039e-01, -9.9289e-02, -5.0174e-02, -9.0136e-02,
          1.3885e-02,  3.8227e-02, -2.7747e-02, -4.4794e-02, -9.8562e-02,
         -3.5493e-01,  4.7778e-02, -1.5723e-01, -8.4879e-02, -1.4124e-01,
         -1.6135e-01, -1.7820e-02,  2.7973e-01, -1.1876e-01, -2.1612e-01,
          3.7238e-02,  1.4345e-01, -3.0187e-02,  1.3785e-01,  1.2462e-01,
         -2.5396e-01],
        [ 7.9930e-02, -2.1058e-01, -1.6000e-01,  5.8228e-02, -4.3279e-02,
          2.3063e-01, -5.5852e-02, -1.5315e-01,  2.4798e-02,  1.7258e-01,
          2.2964e-01,  8.7646e-02, -7.6218e-02,  3.1126e-01,  2.9662e-02,
         -2.8610e-01,  8.1277e-02, -2.4282e-02, -3.0449e-01, -1.1835e-01,
         -1.2700e-01,  1.3631e-02,  1.4098e-01, -8.0533e-02,  7.1355e-02,
          2.4445e-01, -3.0359e-01,  2.0416e-01,  2.1808e-02,  1.5584e-01,
         -5.9592e-02, -1.2463e-01,  2.9922e-02, -8.3976e-02,  1.6084e-01,
         -1.9260e-01,  9.1978e-02, -1.3594e-01, -3.0265e-01,  2.4080e-02,
          1.3258e-01, -1.3691e-01,  7.8949e-02, -1.8458e-01, -3.3217e-01,
         -5.5788e-02, -2.5510e-01, -1.2853e-01, -7.9408e-02, -6.9108e-02,
          2.5501e-02,  4.6064e-02, -6.6890e-02, -7.5790e-02, -1.3073e-01,
         -3.4818e-01,  5.8240e-02, -1.6957e-01, -1.2430e-01, -1.7552e-01,
         -1.4965e-01, -1.0190e-02,  2.8656e-01, -1.7065e-01, -2.3539e-01,
          5.7066e-02,  1.5397e-01, -1.9250e-02,  1.2133e-01,  1.2855e-01,
         -2.4041e-01],
        [ 1.1213e-01, -1.6465e-01, -2.1729e-01,  3.8438e-02, -8.7151e-02,
          1.9288e-01, -5.6892e-02, -1.2813e-01, -2.3961e-02,  1.7218e-01,
          2.0138e-01,  7.3656e-02, -9.6870e-02,  3.1429e-01, -1.4804e-02,
         -3.3695e-01,  8.9848e-02, -3.4991e-02, -3.6006e-01, -1.4341e-01,
         -1.2432e-01,  2.9312e-03,  1.2395e-01, -3.3926e-02,  7.3812e-03,
          2.5936e-01, -2.9640e-01,  2.1851e-01,  2.1214e-02,  1.5313e-01,
         -1.4777e-02, -1.0486e-01,  2.2707e-02, -1.6891e-01,  1.9299e-01,
         -2.4907e-01,  5.3491e-02, -1.6942e-01, -3.1538e-01, -3.0918e-03,
          1.0063e-01, -1.5692e-01,  6.2365e-02, -2.5537e-01, -4.4899e-01,
         -2.8550e-02, -3.1743e-01, -1.2806e-01, -9.7652e-02, -9.7806e-02,
          3.9191e-02,  8.8551e-02, -3.6005e-03, -1.3776e-01, -1.2581e-01,
         -3.2548e-01,  1.0111e-01, -1.7195e-01, -1.8117e-01, -1.3762e-01,
         -1.7126e-01, -5.9570e-02,  2.8638e-01, -1.4103e-01, -3.1347e-01,
          8.6074e-02,  1.7117e-01,  1.5371e-02,  1.5438e-01,  8.9023e-02,
         -2.4521e-01],
        [ 7.6934e-02, -2.2392e-01, -1.2179e-01,  4.6531e-02, -2.9844e-03,
          2.4152e-01, -7.5683e-02, -1.5528e-01,  4.0281e-02,  1.5457e-01,
          2.2675e-01,  1.1194e-01, -4.8620e-02,  2.9587e-01,  4.5844e-02,
         -2.5357e-01,  1.0172e-01, -2.7211e-03, -2.6023e-01, -9.7715e-02,
         -1.5984e-01,  4.2928e-04,  1.3682e-01, -1.0766e-01,  6.9817e-02,
          2.5688e-01, -2.8916e-01,  1.8139e-01,  3.6686e-02,  1.8941e-01,
         -4.5823e-02, -1.1859e-01,  4.1326e-02, -8.6906e-02,  1.5116e-01,
         -1.8527e-01,  1.0924e-01, -1.2232e-01, -2.8796e-01,  5.1318e-02,
          1.4504e-01, -1.5087e-01,  6.8225e-02, -1.3933e-01, -3.0748e-01,
         -4.9378e-02, -2.4325e-01, -1.1712e-01, -7.8087e-02, -6.4313e-02,
          3.2151e-02,  2.7946e-02, -6.8972e-02, -7.1472e-02, -1.3248e-01,
         -3.2657e-01,  6.6052e-02, -1.7245e-01, -1.0420e-01, -1.4325e-01,
         -1.2682e-01, -2.8281e-02,  2.5102e-01, -1.9585e-01, -2.2588e-01,
          3.6940e-02,  1.3227e-01, -1.6227e-02,  1.3189e-01,  1.2247e-01,
         -2.1589e-01],
        [ 1.0157e-01, -1.8428e-01, -1.6176e-01,  7.5797e-02, -5.8885e-02,
          1.9417e-01, -5.9954e-02, -1.6797e-01, -2.1678e-02,  1.9049e-01,
          2.0132e-01,  7.6757e-02, -8.5137e-02,  3.3449e-01, -1.9115e-02,
         -3.2250e-01,  1.1759e-01,  9.9795e-03, -3.3775e-01, -1.3426e-01,
         -1.8107e-01,  2.6929e-03,  1.4962e-01, -3.6510e-02,  3.9983e-02,
          2.6731e-01, -2.9362e-01,  2.0765e-01,  8.3093e-03,  1.9219e-01,
         -2.4057e-02, -1.3055e-01,  3.8520e-03, -1.6924e-01,  1.4276e-01,
         -2.1396e-01,  9.7744e-02, -1.4985e-01, -2.9774e-01, -1.1491e-02,
          1.1293e-01, -1.4379e-01,  6.2410e-02, -2.3868e-01, -4.1114e-01,
         -3.3511e-02, -2.8183e-01, -1.3894e-01, -1.2221e-01, -9.4172e-02,
          5.8963e-02,  5.6425e-02, -6.8467e-02, -1.1141e-01, -1.2688e-01,
         -3.3922e-01,  9.2040e-02, -1.5693e-01, -1.9427e-01, -1.4174e-01,
         -1.8410e-01, -5.0843e-02,  2.8735e-01, -2.0162e-01, -3.0116e-01,
          7.0312e-02,  1.7353e-01, -3.1542e-03,  1.1713e-01,  9.3604e-02,
         -2.1929e-01],
        [ 9.0665e-02, -2.1006e-01, -1.5392e-01,  4.4240e-02, -2.9278e-02,
          2.2102e-01, -7.9476e-02, -1.4570e-01,  5.4486e-03,  1.7561e-01,
          2.1460e-01,  9.1463e-02, -6.6666e-02,  2.8950e-01,  1.5434e-02,
         -2.8232e-01,  1.0116e-01, -5.5511e-03, -3.0207e-01, -1.2032e-01,
         -1.4624e-01,  5.6990e-03,  1.4097e-01, -7.7868e-02,  4.0106e-02,
          2.6231e-01, -2.8756e-01,  2.0277e-01,  2.1548e-02,  1.9191e-01,
         -1.7997e-02, -1.1989e-01,  3.9240e-02, -1.3592e-01,  1.7105e-01,
         -2.0046e-01,  8.9946e-02, -1.4178e-01, -2.9314e-01,  2.4703e-02,
          1.3731e-01, -1.5676e-01,  6.1530e-02, -1.8832e-01, -3.6141e-01,
         -3.7479e-02, -2.7307e-01, -1.2375e-01, -8.6114e-02, -9.2710e-02,
          4.5953e-02,  3.9318e-02, -4.9398e-02, -9.2750e-02, -1.2177e-01,
         -3.3975e-01,  7.7206e-02, -1.6025e-01, -1.4626e-01, -1.3553e-01,
         -1.5689e-01, -4.2836e-02,  2.7368e-01, -1.8004e-01, -2.6301e-01,
